Epoch,Train Loss,Val Loss,PSNR,SSIM,MAE,MSE,LPIPS,Time(s)
1,0.7233479022979736,0.6832000017166138,11.57715129852295,0.2905423939228058,0.23728358000516891,0.07391181401908398,0.8918328583240509,40.862916707992554
